file_id,filename
1LJ_8xyLhK24Z9uK3JbsoEnQahb5-_NAL,TCGA-E2-A14R-DX1_xmin7751_ymin59308_MPP-0.2500
1tg3c88dmjIE4JqUGEqzPHFR27GF2Woyb,TCGA-E2-A14N-DX1_xmin21383_ymin66838_MPP-0.2500
1tRUHfGcYUPZBSGl-qN3rT9-BunWukNkA,TCGA-E2-A1LS-DX1_xmin39247_ymin47756_MPP-0.2500
1A-gHPe41N67yH6YXuUkmS4We8KFOD_Jl,TCGA-E2-A1LL-DX1_xmin5783_ymin22777_MPP-0.2500
15uoWRcJSP1_hU82jvUXAW-1HIFrSFRO7,TCGA-E2-A1LK-DX1_xmin75611_ymin27593_MPP-0.2500
1ozfsF6t8XVKZFtIMq5q1nQa2FMIGvPYX,TCGA-E2-A1LI-DX1_xmin44715_ymin18434_MPP-0.2500
1Xm0VWgeosKiTmq1cR_Eh-nKChapYURcL,TCGA-E2-A1LH-DX1_xmin22770_ymin24149_MPP-0.2500
1oSh_Un8tWVr5IwL-WGxyX067wtszTEG5,TCGA-E2-A1L7-DX1_xmin51554_ymin15424_MPP-0.2500
1rejw-2y-2tAEa-pfrR53H5RisauqVvz_,TCGA-E2-A1B6-DX1_xmin16266_ymin50634_MPP-0.2500
1CgbqOHNLM8-Z-kN4C_eLo_qprp1JLZSr,TCGA-E2-A1AZ-DX1_xmin50286_ymin17075_MPP-0.2500
1zusfLjcrOJIgh_1EP32F1owImJ0skfbP,TCGA-D8-A147-DX1_xmin66394_ymin19298_MPP-0.2500
10oaSVI73QSzA2GKKB5vvfySdocSyJC80,TCGA-D8-A143-DX1_xmin52429_ymin19478_MPP-0.2500
1sWJIX4bGR1XIvjG7RHNQWFepJ8RM-WAA,TCGA-D8-A142-DX1_xmin62151_ymin41337_MPP-0.2500
1J5h8UbArAl94xdoYzOqZgsPE-rbQQo9V,TCGA-D8-A27M-DX1_xmin54473_ymin16109_MPP-0.2500
1cREutnJE24mqovhipHpVSH83g5Lvg_A7,TCGA-D8-A27H-DX1_xmin8738_ymin8063_MPP-0.2500
1AUoaO_9aH52tFrBQDchQrVYgUyYQPbAk,TCGA-D8-A27F-DX1_xmin98787_ymin6725_MPP-0.2500
1L9HFKitmuXLD-HOkehufu7rqA3R8Q462,TCGA-D8-A13Z-DX1_xmin30985_ymin49337_MPP-0.2500
154SSZTDodj8BqtkCrSNX6bQXrZ4-sV9y,TCGA-D8-A1XQ-DX1_xmin61261_ymin33317_MPP-0.2500
1uIUNp706E48Ci7NFGB8ZBs6t9UxlfJb2,TCGA-D8-A1XK-DX1_xmin26340_ymin50273_MPP-0.2500
1n7gxdQKIcRtPJxAevJgdmfXmDtlT4-Rc,TCGA-D8-A1JL-DX1_xmin39765_ymin24835_MPP-0.2500
1XkJqci8TXLZYgAprR0k8w0dy0nvg-BdH,TCGA-D8-A1JG-DX1_xmin15677_ymin69205_MPP-0.2500
1o1BrpKYyCSQozNBLiEM6S-6PxL0TjM41,TCGA-D8-A1JF-DX1_xmin24865_ymin52345_MPP-0.2500
1l5tWejfH9vcLhVqprGVM_pp1R1Cz9dSD,TCGA-C8-A131-DX1_xmin43049_ymin10894_MPP-0.2500
1m6zX6it_x-IkOfWmjbM9P5KRfeD73VOV,TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0.2500
1EZiefrqIWms8ZdllAffWcqxDUPNxsTkO,TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0.2500
12NiEhJYlOV6DcV-Dnpvsocqq0VwWb691,TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0.2500
1JnfWux95KhjYDHLIJrEvtZLh3uqLGLjQ,TCGA-C8-A12V-DX1_xmin11056_ymin54401_MPP-0.2500
1PNe3q_yp8XUEAV4ZvxJFI1v7LK14kbLw,TCGA-C8-A3M7-DX1_xmin41677_ymin66930_MPP-0.2500
1L6PYpEikmefnlQEme2RIp0jmCvF-ZqKk,TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0.2500
1YZuOqDyUrepm6r3ytTRIQshTBAYzDZpV,TCGA-BH-A42U-DX1_xmin72053_ymin88645_MPP-0.2500
1sGLiJbQX9x9afOddkPHzMC8bAf-FguKx,TCGA-BH-A18V-DX1_xmin50030_ymin48454_MPP-0.2500
113_WzhdQe7itYRltN5wGAJ9UULRUjnpn,TCGA-BH-A18G-DX1_xmin16831_ymin497_MPP-0.2500
10nOpRuOSc4bVj5ngSoe--Tihrvx_q1YR,TCGA-BH-A1FC-DX1_xmin52216_ymin33355_MPP-0.2500
1Jn59rmHKcfJ9RBGNAPmWjgeT-ULNRMwT,TCGA-BH-A1F6-DX1_xmin53806_ymin49901_MPP-0.2500
1Lw0CplIPsdZ7goUJC0MQad4ke7WExPlh,TCGA-BH-A1EW-DX1_xmin66752_ymin42706_MPP-0.2500
1tQmRPd2r5wU_B-6aBgBYZtGbO5e9sKZu,TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0.2500
1HATOSh8DfAoyZ4J_k7B5EYGSGqxoRZW-,TCGA-BH-A0RX-DX1_xmin69099_ymin22327_MPP-0.2500
16fSgInpDkMy973cSZUWsUgwZoEFooX6B,TCGA-BH-A0E6-DX1_xmin54786_ymin20002_MPP-0.2500
1ubZdPq4FT3g5jbpfTuEipONITQ_My7mq,TCGA-BH-A0E0-DX1_xmin16640_ymin43761_MPP-0.2500
1HUTTwtOjn7Id5giwE652PMMCwgBDOR4u,TCGA-BH-A0BW-DX1_xmin42346_ymin30843_MPP-0.2500
1-gmjk5c6XeDmlPaH6P4TGCvhphNvUgs8,TCGA-BH-A0BL-DX1_xmin25219_ymin42847_MPP-0.2500
1e6MoghjvIhgFB8TaNtJoXb8osdzFVq0J,TCGA-BH-A0BG-DX1_xmin64019_ymin24975_MPP-0.2500
1WWVgzT5rnrG_p7WMT-9Lil2k9U074WR_,TCGA-BH-A0B9-DX1_xmin62727_ymin56697_MPP-0.2500
125ICRfrg9q7JcIhAS6uoLiJAxw--DMLO,TCGA-BH-A0B3-DX1_xmin82526_ymin42184_MPP-0.2500
1SXz4GEMsp1JAZme55_tpFr-tkbuOpmaU,TCGA-BH-A0AV-DX1_xmin77937_ymin57165_MPP-0.2500
1HZSy9V0LV8n8gBS5n9SYkzxRob-Hgnlw,TCGA-AR-A256-DX1_xmin41577_ymin17076_MPP-0.2500
1CDWyugXbaS74gBX89nO3XvoUA1Lca-M3,TCGA-AR-A5QQ-DX1_xmin107130_ymin49863_MPP-0.2500
1SWWc5vV4E6FPGdgp3Ui7jZErZIinDPp4,TCGA-AR-A2LR-DX1_xmin46540_ymin31961_MPP-0.2500
1uWDStJc3-r3H0UgH3uZTkd36O2VliIec,TCGA-AR-A2LH-DX1_xmin78480_ymin42305_MPP-0.2500
1CDX7-auHnEaOXk0GVsaX2rT39n0PucIC,TCGA-AR-A1AY-DX1_xmin62652_ymin27061_MPP-0.2500
1_kd-WrNHDjIZNQMR77UoQNMZl72jh_YO,TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500
1t-lN-uuRvBe-xv667Gq2oEf0aI8k7xLx,TCGA-AR-A1AQ-DX1_xmin18171_ymin38296_MPP-0.2500
1r39t24BSE2wtekO1f4m8tSLKI1TTzf4G,TCGA-AR-A1AI-DX1_xmin38671_ymin10616_MPP-0.2500
1u7sucPNtRhhe_KVkviljhDYqcvoF8ye6,TCGA-AR-A0U4-DX1_xmin41141_ymin69786_MPP-0.2500
10oybq4h9g_pE-N7rOImNfuQYGz7BE3dw,TCGA-AR-A0U1-DX1_xmin63681_ymin24922_MPP-0.2500
1Xp0KezKXaBRJDZrXA31QmAO751mOAKZu,TCGA-AR-A0TU-DX1_xmin88352_ymin23098_MPP-0.2500
1zHxMB6TDEKO7rpZUJKSwGLvuKeG_C-7H,TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500
1L6glA_oC0hgMr9GboMLlzk7bCaGyN8OR,TCGA-AQ-A54N-DX1_xmin32440_ymin26558_MPP-0.2500
1NIz3vziO39ApykcFwSDAnhU1FmCZpKJ_,TCGA-AQ-A04J-DX1_xmin64631_ymin12074_MPP-0.2500
1_3cZV94IWRdkMmIe2gXvn1PR03tAJT2C,TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500
1k3Sm6C0fp6N2YHwKrZglerUKEWZLbNop,TCGA-AO-A128-DX1_xmin11924_ymin4831_MPP-0.2500
1PNCuqSm28CmY-ooI-C6huChxDuqIoQYn,TCGA-AO-A124-DX1_xmin16436_ymin1748_MPP-0.2500
1lqV8lS3u3wmh2FgcuIbWSpSOWqhXeAXt,TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500
19K_u-FCajD059JGkwDwlfhM1wradEjwQ,TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500
10oXrjFiRmvzgDQ0kvEUuB6VdLtBzYXYI,TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500
1L2maAiUt2TRNahbDqR9AmvlaqB66sPAE,TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500
1OviKpvi9JgRRhHaGrzktuyRo7jyxwzW-,TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500
1moANSJspIcXIwXb_LaC7yaBmdr5Dx_66,TCGA-AO-A0J2-DX1_xmin33561_ymin14515_MPP-0.2500
1rJsYNMNKEzwEeForV_YOzbR-dmktu7cT,TCGA-AN-A0XU-DX1_xmin26118_ymin18441_MPP-0.2500
1BX_nB7P19yrjYDc3jNcCDEjJ8vzM6-pE,TCGA-AN-A0G0-DX1_xmin32741_ymin14546_MPP-0.2500
12YGDSlKkOc-h0gjsJvhYuMniKFx6Ir0Z,TCGA-AN-A0AT-DX1_xmin31171_ymin35756_MPP-0.2500
1yLVGKOb4fozNNOT15Cwsi6-13vtg2gd-,TCGA-AN-A0AR-DX1_xmin8468_ymin21166_MPP-0.2500
1qyD-ACewgUyB8pgizjRpwqeDJIVtmnAt,TCGA-AN-A0AL-DX1_xmin15698_ymin29806_MPP-0.2500
1l6KQOSigQsF8Ev13pnylWtEv2n4_gtpI,TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0.2500
1XjJQNIdEGpMG6nWvXBp2V88TJAW7n8K6,TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0.2500
1otX6RF5wdhPHNOIY8aBVwjmafOa9t_OB,TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0.2500
1SaKjDf1JAveCVxVQ7LYC81ep08iVue5j,TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0.2500
13I_Bi_fCrUbj5SdprwBU2p4qgyRQPre5,TCGA-AC-A2BK-DX1_xmin15426_ymin8344_MPP-0.2500
1hfrHTcW39VmhNzh47K1J2-3YCRdat7k8,TCGA-A8-A09X-DX1_xmin55379_ymin38394_MPP-0.2500
15dc2QOdcvGvLPLpyGu_DQxX0rDBW5PJV,TCGA-A8-A08R-DX1_xmin14220_ymin13782_MPP-0.2500
1Wu2ZwKqNmZ310oqT_b1gSIZ0ZgDfBbSo,TCGA-A8-A07O-DX1_xmin11777_ymin16227_MPP-0.2500
1WtKX-01dTUc-ldnD5pb-Ry3sGjP8gNVy,TCGA-A8-A07C-DX1_xmin23538_ymin17397_MPP-0.2500
1s__tOuiCs0GhDzUbodBtLGETam57vY8I,TCGA-A7-A26I-DX1_xmin9689_ymin25668_MPP-0.2500
1Ov4k0TGrswmdmesHvGm07IsR9E472f2q,TCGA-A7-A26G-DX1_xmin77919_ymin10728_MPP-0.2500
1kVDeeYG7bwgSSVLwRz90KPertxAJHbjE,TCGA-A7-A26F-DX1_xmin72969_ymin11489_MPP-0.2500
16T0rmE-PI1H_jV3wFt9LABFWWcNmphaT,TCGA-A7-A6VY-DX1_xmin7308_ymin29955_MPP-0.2500
11cEryfJ5drHj2b7lbrpMcCRyxVzfJu7D,TCGA-A7-A6VW-DX1_xmin69350_ymin15716_MPP-0.2500
1R-5_WYM-YDz2xI9Z0TuBlnJzU0ppyYqd,TCGA-A7-A6VV-DX1_xmin48674_ymin37475_MPP-0.2500
1xMNOuIicDBnoV2lCy1Izx0ZifeHGey0n,TCGA-A7-A5ZV-DX1_xmin103009_ymin26581_MPP-0.2500
1SpmhGPlm8GHoSNuwy1gK1YsxzPfzPpU8,TCGA-A7-A4SE-DX1_xmin50530_ymin11318_MPP-0.2500
1F0l4Dlcaz3fvGdKzAGOHpreR1_N-EEq_,TCGA-A7-A4SD-DX1_xmin53807_ymin11871_MPP-0.2500
16-0QRgEJcYthFt8VJgTcuu2Me2qtAMU5,TCGA-A7-A0DA-DX1_xmin43731_ymin18175_MPP-0.2500
11frtgcK1TyB_ICOZIwkcsCvaaWQIgfeR,TCGA-A7-A0CE-DX1_xmin58461_ymin18750_MPP-0.2500
1kFSMchw5eggaOS8F85DzBXGfy_Zf3mNI,TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500
19_OtYBHLJ4eaomD6XuIGZ6iaXsP0CTlj,TCGA-A2-A04Q-DX1_xmin20868_ymin17804_MPP-0.2500
1MXOO_snrKpvbCWXU7IQdPdl5cPCHqbnm,TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500
1RVhtn3vCzPn9fkeO9abE4SJ3W62s75Rn,TCGA-A2-A3XY-DX1_xmin76297_ymin35510_MPP-0.2500
1SLp0Q60oHgBEdogpAz7718A9Iegish5E,TCGA-A2-A3XX-DX1_xmin69942_ymin41560_MPP-0.2500
1U-LYsfh05OGvGrQekXvd369SR_HMPBEn,TCGA-A2-A3XU-DX1_xmin33329_ymin26157_MPP-0.2500
18-PW4Pf_pUPZ2vvtzw62CFvOHOeUjtxX,TCGA-A2-A3XT-DX1_xmin83566_ymin29931_MPP-0.2500
1DK9IDEewjjnHVH8VUXlJBjlTMCThwkus,TCGA-A2-A3XS-DX1_xmin21421_ymin37486_MPP-0.2500
1qhR0BLi7vZcsekG9pN9WdRJ4uXSwrsB-,TCGA-A2-A1G6-DX1_xmin57706_ymin69514_MPP-0.2500
1fEoP-Q8l3yHjoR51pVmlDIWHwR9QiVGB,TCGA-A2-A0YM-DX1_xmin44520_ymin66915_MPP-0.2500
15QRE7_S2xVqDF2rXgWiJy7kF5X5G2E0s,TCGA-A2-A0YE-DX1_xmin59206_ymin33505_MPP-0.2500
1hh8BBIkD24DxV1wmiUM9b6mKz0he7m6C,TCGA-A2-A0T2-DX1_xmin63557_ymin56751_MPP-0.2500
1xqzuZLcHiVPm2_GwaeNf0nxzlInIA5R9,TCGA-A2-A0T0-DX1_xmin72865_ymin59458_MPP-0.2500
1X2rPRIz9aJJEeA8aXENk2Fdx8ZchnL9j,TCGA-A2-A0SX-DX1_xmin53791_ymin56683_MPP-0.2500
1WRbkD24s9isfLKh1r2HNtyO93QPUD0bq,TCGA-A2-A0ST-DX1_xmin109446_ymin18274_MPP-0.2500
1sjBNNFvuW6TXtv0cGO8sNHcVAFlnJGev,TCGA-A2-A0D2-DX1_xmin96887_ymin22299_MPP-0.2500
18l05T3KecdeW6Mmzjn0s3Hs3k9QBCHp5,TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500
14YufCgyBR2ODs1reDoU-0mk8wtDCRtEj,TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500
1kGCbJaUGPmCl8HSjUcKzYyBZYVqgQiof,TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500
1dxaGPJTMlCkgSjDP6pVdxkk8w08hrFiq,TCGA-A1-A0SK-DX1_xmin45749_ymin25055_MPP-0.2500
1LKBh-x71F8ybFqx_TAiCvx_zXDn2RSfh,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500
1tVHSDmClo4l3Uq2tWRkHjJ2CYWlTXQdK,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500
1KnEnqCgNlw2yEJizS6ebKf1b_4JPiSxw,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500
1X8dmnVjDXVknX4GlqOFttjhuUVaHMwa_,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500
1sfqvAZ3Oa6ntyTCvrdNXD9RDfj_aDYxH,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500
1fe0LPxV20f_3e6DIJlZbyvgt2Ie-xuHh,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500
1vGPwtXbiLSQxzUkjE4mZjBO7BPDyLaKi,TCGA-OL-A5RW-DX1_xmin5772_ymin6839_MPP-0.2500
1RLwxcTrsNL8Ny4zSKAnmtY3WwA07Mu-1,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500
1Lw3_R9jo8Y5oinBWU6EcipS9TsE5be8Q,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500
1Eb8cfEIfg5fRoKmxDmNim8Y4ivBZmPnX,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500
1LTxmiGXzrZw5sQsi4_PFo6QwmuiJIpPV,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500
10xh2-i8vLRaeg6nk8VZG62z5HU9cUFnJ,TCGA-LL-A73Y-DX1_xmin68117_ymin49445_MPP-0.2500
1mRH4CKqThaiVQqF0zr5Jih-CU7K3WfNh,TCGA-LL-A5YO-DX1_xmin36631_ymin44396_MPP-0.2500
1lwQeGOjZHScyA3aAPsYq8oLdIOyjYk9Q,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500
1nn96pGic9_8VusTwqLodN8FiZsH-Ivkh,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500
1vunwTvMAZUkntlLrNne5fpw9y_yFWJkA,TCGA-GM-A2DI-DX1_xmin22802_ymin51060_MPP-0.2500
1c0uzSDFpmfQK-Oc14aK9hlosvcAxJiZc,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500
1HVfX5CSlUI1Dn4Sr3Hq43Qr5D5uPJeks,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500
1u23KfDLsN11ZnKp1ZK5s53vEOvCdkeDP,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500
1u2ak6tj4slvY155erpaYlzMb8IJbZbZM,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500
1nT3dpZ7LwgssvnhlJZnQ55M8i1iPI7vM,TCGA-GI-A2C9-DX1_xmin20882_ymin11843_MPP-0.2500
1zkgXCgD61kNZVSVRHJhRP50EwwJRFfz3,TCGA-EW-A6SB-DX1_xmin34625_ymin56578_MPP-0.2500
1IeZbK5fqvo7Yt4syCt8R9Yv34vhBwBjC,TCGA-EW-A3U0-DX1_xmin113512_ymin48566_MPP-0.2500
1uFJdjRdtZQq_ftPk25HJ0L9S-s_r0c1g,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500
1HZDh9rMo8Pf9-L-5MYaDjAOmv301hHxj,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500
1bhjCzJ4d-lDQsY9yqxZMhSqMsaAo6e-Y,TCGA-EW-A1P8-DX1_xmin15520_ymin26381_MPP-0.2500
1Db3c-FJpSZ1pLOai42xajEaL8W9doxnI,TCGA-EW-A1P7-DX1_xmin9808_ymin46395_MPP-0.2500
1sFxDc-Nc7MMO_JcmPPraaF92bzpQIcE7,TCGA-EW-A1P4-DX1_xmin17256_ymin35430_MPP-0.2500
1pcdN88qv0AWdQET96Cmd_Zd0LX6qOXdF,TCGA-EW-A1P1-DX1_xmin50567_ymin38988_MPP-0.2500
16HOB64e1hKTo5dhILxNrBQHiecI-HrbA,TCGA-EW-A1OW-DX1_xmin36101_ymin49680_MPP-0.2500
1nk8KgD1r2SdDd1AtND9zZwAdWxLJ3lD-,TCGA-EW-A1OV-DX1_xmin126026_ymin65132_MPP-0.2500
1yZJPoRVSzOI-lp2PMkz-sGrhvSop_0zJ,TCGA-E9-A5FL-DX1_xmin45595_ymin47283_MPP-0.2500
1Q2peYZlUz20tkcavpgB7mfhyMDukng6u,TCGA-E2-A574-DX1_xmin54962_ymin47475_MPP-0.2500
1ylhs_zx4zwoJ5GuCoWbrpHjN_Om5RxLX,TCGA-E2-A573-DX1_xmin59666_ymin56141_MPP-0.2500
1jlO4s4lgErDtTGZfdsx7mNIxvwuWh_RH,TCGA-E2-A159-DX1_xmin38620_ymin28700_MPP-0.2500
13wpOUjn9SD80QZcuAY28xyJoiHVSYTcZ,TCGA-E2-A158-DX1_xmin56083_ymin25872_MPP-0.2500
1B42I4i9ZunvmQFKfUa4ydVh5fEFliWjF,TCGA-E2-A150-DX1_xmin42083_ymin62113_MPP-0.2500
191-OJXXVZxEt4FTsnM_cV2Ci2g7zMdkS,TCGA-E2-A14X-DX1_xmin88836_ymin66393_MPP-0.2500
1B_B0aVsIwVk9ylgQvNVm50tEQikw4Azz,TCGA-E2-A14R-DX1_xmin7751_ymin59308_MPP-0.2500
1c-V4Dt45hv_FaI0yPzixz3PJ3OMCluOM,TCGA-E2-A14N-DX1_xmin21383_ymin66838_MPP-0.2500
1J1wkJZ4fXGaZVQu0p0wIx_i7L_FOI053,TCGA-E2-A1LS-DX1_xmin39247_ymin47756_MPP-0.2500
1vdElAFb_41xK1LvCNfYJu8yKDujEQOZf,TCGA-E2-A1LL-DX1_xmin5783_ymin22777_MPP-0.2500
1rgR67HTa6bgSTFJUaUTVwxOpVjOaNQxJ,TCGA-E2-A1LK-DX1_xmin75611_ymin27593_MPP-0.2500
1QZ99cuPHYmvuKd8IBo-hDQC8Yeyz6E62,TCGA-E2-A1LI-DX1_xmin44715_ymin18434_MPP-0.2500
1NKEKm0D5Vd5QBk9GRq9JKrIqxDgNa9eH,TCGA-E2-A1LH-DX1_xmin22770_ymin24149_MPP-0.2500
1IkzX4eZq0hQu025BntJ2LuVPMdmAK3pg,TCGA-E2-A1L7-DX1_xmin51554_ymin15424_MPP-0.2500
1cK28kd-y_B-JD90xjeLSR9bxbpAHfiix,TCGA-E2-A1B6-DX1_xmin16266_ymin50634_MPP-0.2500
1fW1HsXNvfcp0dYpHGc4i8EWPMQMkiT5Z,TCGA-E2-A1AZ-DX1_xmin50286_ymin17075_MPP-0.2500
